make_model,year,price_usd,transmission,color,body_type,engine_cap,engine_type,wheel_pos,mileage,city,car_link,date
Toyota Camry,2011 г.,$ 14 799,автомат,черный,седан,2.5,бензин,руль слева,117 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fd693d6cf81814464938,09_11_2023
Toyota Camry,2011 г.,$ 13 500,автомат,серебристый,седан,2.5,бензин,руль слева,188 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fecd031c3db355894060,09_11_2023
Subaru Forester,2018 г.,$ 18 500,вариатор,белый,внедорожник 5 дв.,2.5,бензин,руль слева,74 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-64fd7a812d5c9616533381,09_11_2023
Honda CR-V,2006 г.,$ 13 800,автомат,серый,внедорожник 5 дв.,2,бензин,руль справа,186 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-64fecc80ea623754532573,09_11_2023
Honda Fit,2003 г.,$ 5 094,вариатор,синий,хэтчбек 5 дв.,1.3,бензин,руль справа,280 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-64fecc1a0e502486558352,09_11_2023
Toyota RAV4,2006 г.,$ 14 500,автомат,белый,внедорожник 5 дв.,2.4,бензин,руль слева,120 000 км,Бишкек,https://www.mashina.kg/details/toyota-rav4-64fe050c014fa655272728,09_11_2023
Subaru Forester,2005 г.,$ 8 800,автомат,серый,универсал,2,бензин,руль справа,240 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-64fe04b238241501387820,09_11_2023
Ravon Nexia R3,2017 г.,$ 9 990,автомат,серебристый,седан,1.5,бензин,руль слева,52 000 км,Бишкек,https://www.mashina.kg/details/ravon-nexia-r3-64fd0559c6e2a161197138,09_11_2023
Hyundai Getz,2005 г.,$ 4 800,механика,золотистый,хэтчбек 5 дв.,1.1,бензин,руль слева,191 000 км,Бишкек,https://www.mashina.kg/details/hyundai-getz-64fe01d92095d682802571,09_11_2023
Nissan Primera,2005 г.,$ 4 747,механика,голубой,универсал,1.8,бензин,руль слева,222 000 км,Бишкек,https://www.mashina.kg/details/nissan-primera-64fdfff1aeb59753275752,09_11_2023
Hyundai Sonata,2018 г.,$ 13 500,автомат,белый,седан,2,газ,руль слева,245 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64fdea19cfb77353834173,09_11_2023
Toyota Prius,2007 г.,$ 9 700,автомат,белый,хэтчбек 5 дв.,1.5,гибрид,руль слева,250 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-64fdfe6f11f92268572762,09_11_2023
ВАЗ (Lada) Priora,2007 г.,$ 3 226,механика,серебристый,седан,1.6,бензин,руль слева,109 000 км,Бишкек,https://www.mashina.kg/details/vaz-lada-priora-64fdfe1eacb8c912191457,09_11_2023
Toyota Alphard,2006 г.,$ 14 500,автомат,белый,минивэн,3,бензин,руль справа,161 000 км,Бишкек,https://www.mashina.kg/details/toyota-alphard-64fd9d6951172200828245,09_11_2023
Hyundai Sonata,2018 г.,$ 11 200,автомат,серебристый,седан,2,газ,руль слева,100 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64fdfb34235cf611980285,09_11_2023
Kia K5 II Седан,2017 г.,$ 13 600,автомат,серебристый,седан,2,газ,руль слева,201 500 км,Бишкек,https://www.mashina.kg/details/kia-k5-64fdfab9592e8201481880,09_11_2023
Toyota Prius,2011 г.,$ 10 500,автомат,серый,хэтчбек 5 дв.,1.8,гибрид,руль слева,250 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-64fdf9fd9b873507535579,09_11_2023
Nissan 350Z,2003 г.,$ 16 000,автомат,красный,кабриолет,3.5,бензин,руль справа,99 000 км,Бишкек,https://www.mashina.kg/details/nissan-350z-64fdf7d755d44958962584,09_11_2023
BMW 5 серии,2003 г.,$ 5 200,автомат,черный,седан,2.5,бензин,руль слева,180 000 км,Бишкек,https://www.mashina.kg/details/bmw-5-serii-64fd369d95061500078274,09_11_2023
Kia Morning,2017 г.,$ 10 000,автомат,черный,хэтчбек 5 дв.,1,бензин,руль слева,67 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-64fdf681ec448054116326,09_11_2023
Toyota Camry,2005 г.,$ 13 000,автомат,серебристый,седан,2.4,бензин,руль слева,238 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fdf606ca7c7690785410,09_11_2023
Mercedes-Benz G-класс,2003 г.,$ 16 900,автомат,черный,внедорожник 5 дв.,5,бензин,руль слева,379 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-g-klass-64fdb946614bb245283842,09_11_2023
Toyota Corolla,2018 г.,$ 11 500,вариатор,белый,седан,1.5,гибрид,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/toyota-corolla-64fdf4bd6f1ef386919882,09_11_2023
Honda Accord,2006 г.,$ 8 500,автомат,белый,седан,2,бензин,руль слева,145 000 км,Бишкек,https://www.mashina.kg/details/honda-accord-64fdf2ba86cb8013502921,09_11_2023
BMW 7 серии,2009 г.,$ 14 999,автомат,черный,седан,4.4,бензин,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/bmw-7-serii-64fdf1e99c3e9051826069,09_11_2023
Toyota Camry,2017 г.,$ 19 900,автомат,черный,седан,2.5,бензин,руль слева,89 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fd59820adc4828427697,09_11_2023
Toyota Ipsum,2005 г.,$ 13 500,автомат,серебристый,компактвэн,2.4,бензин,руль справа,160 000 км,Бишкек,https://www.mashina.kg/details/toyota-ipsum-64feabd966663494641738,09_11_2023
Honda Fit,2005 г.,$ 7 300,механика,жёлтый,хэтчбек 5 дв.,1.3,бензин,руль справа,137 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-64fdfa7bc61ce360913083,09_11_2023
Kia Morning,2017 г.,$ 9 600,автомат,серый,хэтчбек 5 дв.,1,бензин,руль слева,78 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-64feab8004595690349784,09_11_2023
Toyota Ist,2004 г.,$ 6 792,автомат,серый,хэтчбек 5 дв.,1.5,бензин,руль слева,153 239 км,Бишкек,https://www.mashina.kg/details/toyota-ist-64feab32790c8219222852,09_11_2023
Hyundai Matrix,2008 г.,$ 5 500,автомат,синий,компактвэн,1.6,бензин,руль слева,240 000 км,Бишкек,https://www.mashina.kg/details/hyundai-matrix-64feaa9abaab4640716516,09_11_2023
Toyota Crown,2010 г.,$ 16 000,автомат,белый,седан,3,бензин,руль справа,75 000 км,Бишкек,https://www.mashina.kg/details/toyota-crown-64feaa557541b612152716,09_11_2023
Kia Morning,2017 г.,$ 10 900,автомат,белый,хэтчбек 5 дв.,1,бензин,руль слева,1 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-64fea96f9950f237119665,09_11_2023
Toyota Alphard,2009 г.,$ 17 600,автомат,белый,минивэн,3.5,бензин,руль справа,175 000 км,Бишкек,https://www.mashina.kg/details/toyota-alphard-64fea8dfe497e576172328,09_11_2023
Toyota Camry,2004 г.,$ 12 500,автомат,серебристый,седан,3,бензин,руль слева,207 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fd946f65699743271362,09_11_2023
Toyota Crown,2010 г.,$ 13 400,автомат,белый,седан,3.5,бензин,руль слева,113 000 км,Бишкек,https://www.mashina.kg/details/toyota-crown-64fdab297a087906681089,09_11_2023
Lexus ES,2003 г.,$ 9 622,автомат,белый,седан,3,бензин,руль слева,246 000 км,Бишкек,https://www.mashina.kg/details/lexus-es-64fea70311c50510176149,09_11_2023
Toyota Corolla,2010 г.,$ 9 622,механика,серебристый,седан,1.4,бензин,руль слева,238 000 км,Бишкек,https://www.mashina.kg/details/toyota-corolla-64fea6fec1cf6625721726,09_11_2023
Honda Stream,2003 г.,$ 6 800,автомат,белый,компактвэн,1.7,бензин,руль справа,220 000 км,Бишкек,https://www.mashina.kg/details/honda-stream-64fd9482c67cd375002025,09_11_2023
Honda M-NV,2022 г.,$ 20 000,,белый,внедорожник 5 дв.,автомат,электро,руль слева,2 000 км,Бишкек,https://www.mashina.kg/details/honda-m-nv-64fea6909e9e7467463794,09_11_2023
Kia Optima,2016 г.,$ 14 900,автомат,черный,седан,2.4,бензин,руль слева,73 000 км,Бишкек,https://www.mashina.kg/details/kia-optima-64fd643532621089285760,09_11_2023
Subaru Outback,2017 г.,$ 18 000,вариатор,серебристый,универсал,2.5,бензин,руль слева,99 580 км,Бишкек,https://www.mashina.kg/details/subaru-outback-64fd90725a294710196276,09_11_2023
Toyota Estima,2003 г.,$ 14 500,автомат,серый,минивэн,3,бензин,руль справа,180 000 км,Бишкек,https://www.mashina.kg/details/toyota-estima-64fe03587b1b1704729799,09_11_2023
Toyota Estima,2011 г.,$ 16 000,автомат,белый,минивэн,3.5,бензин,руль справа,155 000 км,Бишкек,https://www.mashina.kg/details/toyota-estima-64fea456a7e3d227613724,09_11_2023
Toyota Prius,2016 г.,$ 17 600,вариатор,черный,лифтбек,1.8,гибрид,руль слева,241 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-64fea4537bf3c355255438,09_11_2023
Kia K5 II Седан,2018 г.,$ 13 700,автомат,серый,седан,2,газ,руль слева,178 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-64fecc140e144276058337,09_11_2023
Toyota Prius,2015 г.,$ 13 376,автомат,синий,хэтчбек 5 дв.,1.8,гибрид,руль слева,78 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-64fda584116db379277976,09_11_2023
Toyota RAV4,2009 г.,$ 14 500,автомат,белый,внедорожник 5 дв.,2.4,бензин,руль слева,140 000 км,Бишкек,https://www.mashina.kg/details/toyota-rav4-64fd9be95e36f040406934,09_11_2023
Honda Stepwgn,2006 г.,$ 10 800,автомат,серебристый,минивэн,2,бензин,руль справа,185 000 км,Бишкек,https://www.mashina.kg/details/honda-stepwgn-64fd88feb0207763317599,09_11_2023
Toyota Crown,2012 г.,$ 14 200,автомат,белый,седан,3.5,бензин,руль справа,180 000 км,Бишкек,https://www.mashina.kg/details/toyota-crown-64fd8e7b161e3423281544,09_11_2023
Honda CR-V,2008 г.,$ 16 000,автомат,белый,внедорожник 5 дв.,2.4,бензин,руль слева,112 949 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-64fec72183c89773256467,09_11_2023
Honda Stepwgn,2004 г.,$ 11 500,автомат,белый,минивэн,2.4,бензин,руль справа,169 000 км,Бишкек,https://www.mashina.kg/details/honda-stepwgn-64fec679c3f04071604436,09_11_2023
Toyota Camry,2014 г.,$ 15 200,автомат,белый,седан,2.5,бензин,руль слева,148 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fcdcb04c8c0414702192,09_11_2023
Toyota Previa,2004 г.,$ 9 800,автомат,золотистый,минивэн,2.4,бензин,руль слева,250 000 км,Бишкек,https://www.mashina.kg/details/toyota-previa-64fcded90cb15013874452,09_11_2023
Toyota Camry,2015 г.,$ 15 800,автомат,коричневый,седан,2.5,бензин,руль слева,114 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fd6d050092c085764442,09_11_2023
Toyota Alphard,2006 г.,$ 16 400,автомат,белый,минивэн,3,бензин,руль справа,118 000 км,Бишкек,https://www.mashina.kg/details/toyota-alphard-64fec5ea6a132837001392,09_11_2023
Honda Jazz,2004 г.,$ 9 000,вариатор,серый,хэтчбек 5 дв.,1.5,бензин,руль слева,240 000 км,Бишкек,https://www.mashina.kg/details/honda-jazz-64fec23417147126167508,09_11_2023
Ford Explorer,2003 г.,$ 8 500,автомат,черный,внедорожник 5 дв.,4,бензин,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/ford-explorer-64fd7b886d77b230836443,09_11_2023
Lexus ES,2007 г.,$ 10 700,автомат,серебристый,седан,3.5,бензин,руль слева,210 000 км,Бишкек,https://www.mashina.kg/details/lexus-es-64fdc813ddbab959177285,09_11_2023
Kia Optima,2017 г.,$ 16 900,автомат,белый,седан,2,бензин,руль слева,69 000 км,Бишкек,https://www.mashina.kg/details/kia-optima-64fdc2f2aeda1398927202,09_11_2023
Honda CR-V,2005 г.,$ 12 700,автомат,серый,внедорожник 5 дв.,2.4,бензин,руль справа,72 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-64fec2827e4ad882092724,09_11_2023
JAC S7,2023 г.,$ 18 500,робот,черный,внедорожник 5 дв.,1.5,бензин,руль слева,80 км,Бишкек,https://www.mashina.kg/details/jac-s7-64fec20c66406460155431,09_11_2023
Lexus ES,2004 г.,$ 11 200,автомат,серебристый,седан,3.3,бензин,руль слева,130 000 км,Бишкек,https://www.mashina.kg/details/lexus-es-64fec1fdc8e74647300554,09_11_2023
BMW X5,2008 г.,$ 15 500,автомат,белый,внедорожник 5 дв.,3,бензин,руль слева,294 000 км,Бишкек,https://www.mashina.kg/details/bmw-x5-64fec1e554f99215287791,09_11_2023
Toyota Corolla,2003 г.,$ 6 800,автомат,серый,седан,1.6,бензин,руль слева,255 444 км,Бишкек,https://www.mashina.kg/details/toyota-corolla-64fec1e017c40999748976,09_11_2023
Lexus RX,2004 г.,$ 14 000,автомат,черный,внедорожник 5 дв.,3.3,бензин,руль слева,250 000 км,Бишкек,https://www.mashina.kg/details/lexus-rx-64fdcbb124a34674633799,09_11_2023
Honda CR-V,2006 г.,$ 12 400,автомат,серебристый,внедорожник 5 дв.,2.4,бензин,руль слева,162 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-64fd34874cef5329254192,09_11_2023
Toyota Alphard,2004 г.,$ 15 500,автомат,белый,минивэн,2.4,бензин,руль справа,24 400 км,Бишкек,https://www.mashina.kg/details/toyota-alphard-64fd6bb03a10a365208066,09_11_2023
BMW X5,2007 г.,$ 14 000,автомат,серебристый,внедорожник 5 дв.,4.8,бензин,руль слева,390 000 км,Бишкек,https://www.mashina.kg/details/bmw-x5-64fdc85f2d027127330614,09_11_2023
Honda Fit,2007 г.,$ 5 207,вариатор,серый,хэтчбек 5 дв.,1.3,бензин,руль справа,320 116 км,Бишкек,https://www.mashina.kg/details/honda-fit-64fd9681f0c6b600861396,09_11_2023
Hyundai Getz,2003 г.,$ 4 641,механика,серебристый,хэтчбек 5 дв.,1.3,бензин,руль слева,320 000 км,Бишкек,https://www.mashina.kg/details/hyundai-getz-64fe77163eeff250870245,09_11_2023
Toyota Camry,2005 г.,$ 12 000,автомат,серый,седан,2.4,бензин,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fe74ddcf2a7873098837,09_11_2023
Chevrolet Tracker,2019 г.,$ 14 800,автомат,черный,внедорожник 5 дв.,1.4,бензин,руль слева,130 000 км,Бишкек,https://www.mashina.kg/details/chevrolet-tracker-64fe74d3c986f427060356,09_11_2023
Kia K5 II Седан,2019 г.,$ 16 599,автомат,белый,седан,2,газ,руль слева,127 579 км,Бишкек,https://www.mashina.kg/details/kia-k5-64fda1f6d128a581410017,09_11_2023
Kia K7,2018 г.,$ 16 000,автомат,серебристый,седан,3,газ,руль слева,301 000 км,Бишкек,https://www.mashina.kg/details/kia-k7-64fd376f9fb71116681475,09_11_2023
Toyota Camry,2017 г.,$ 13 500,автомат,белый,седан,2.5,бензин,руль слева,177 500 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fd9f4ac7ab1506044173,09_11_2023
Honda Fit,2019 г.,$ 13 500,вариатор,серебристый,хэтчбек 5 дв.,1.5,бензин,руль слева,41 400 км,Бишкек,https://www.mashina.kg/details/honda-fit-64fd9ce9317a9486074566,09_11_2023
Subaru Forester,2003 г.,$ 7 200,автомат,черный,универсал,2,бензин,руль справа,283 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-64fe6e9f2a76c595198582,09_11_2023
Toyota Camry,2013 г.,$ 13 800,автомат,черный,седан,2.5,бензин,руль слева,136 054 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fdb4126ea96662643639,09_11_2023
Chevrolet Spark,2012 г.,$ 7 300,автомат,белый,хэтчбек 5 дв.,1,бензин,руль слева,65 000 км,Бишкек,https://www.mashina.kg/details/chevrolet-spark-64fd638e38168536565448,09_11_2023
Toyota Camry,2004 г.,$ 12 900,автомат,серебристый,седан,2.4,бензин,руль слева,2 600 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64fe512827eaf407289728,09_11_2023
Subaru Forester,2018 г.,$ 17 500,вариатор,белый,внедорожник 5 дв.,2.5,бензин,руль слева,42 500 км,Бишкек,https://www.mashina.kg/details/subaru-forester-64fe44628a4cc225227813,09_11_2023
Kia Morning,2018 г.,$ 9 000,автомат,серый,хэтчбек 5 дв.,1,бензин,руль слева,900 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-64fe3bd1e4cbf394255895,09_11_2023
Subaru Legacy,2004 г.,$ 6 800,автомат,серый,седан,3,бензин,руль справа,189 800 км,Бишкек,https://www.mashina.kg/details/subaru-legacy-64fe3a9148d80422625216,09_11_2023
Hyundai Sonata,2019 г.,$ 13 500,автомат,белый,седан,2,бензин,руль слева,149 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64fe371bebb68266235428,09_11_2023
